data_source,code,price_type,data_type,period,ohlc_begin,ohlc_end,create_time,update_time,open_px,high_px,low_px,close_px,volume
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,2722,2722,2722,2722,
YLINK,Ag(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,2500,2500,2500,2500,
YLINK,Au(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:24:00	,	2024-07-15 10:24:59	,	2024-07-15 10:25:00	,	2024-07-15 10:25:00	,210,210,210,210,
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,160,160,160,160,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,2800,2800,2800,2800,0
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,2733,2733,2733,2733,0
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,220,220,220,220,0
YLINK,Ag(T+D),BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,2500,2500,2500,2500,
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,160,160,160,160,
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,160,160,160,160,
YLINK,Au(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,190,190,182,182,8
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,197.5,210,196,210,
YLINK,Au(T+D),BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,185,185,182,182,
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,120,120,120,120,0
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:51:00	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,	2024-07-15 10:51:59	,2722,2722,2722,2722,
YLINK,Au(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,210,210,210,210,
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,2722,2722,2722,2722,
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,160,160,160,160,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,2500,2500,2500,2500,0
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,220,220,220,220,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,160,160,160,160,
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,160,160,160,160,
YLINK,Au(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,182,182,182,182,0
YLINK,Au(T+D),BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,182,182,182,182,
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,2733,2733,2733,2733,0
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,2722,2722,2722,2722,
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:02:00	,	2024-07-15 15:02:59	,	2024-07-15 15:03:00	,	2024-07-15 15:03:00	,196,196,196,196,
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,2722,2722,2722,2722,
YLINK,Au(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,210,210,210,210,
YLINK,Ag(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,2800,2800,2800,2800,
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,160,160,160,160,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,2500,2500,2500,2500,0
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,160,160,160,160,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,2900,2900,2900,2900,0
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,220,220,220,220,0
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,2733,2733,2733,2733,0
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,220,220,220,220,0
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,2733,2733,2733,2733,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,160,160,160,160,
YLINK,Ag(T+D),BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,2800,2800,2800,2800,
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,160,160,160,160,
YLINK,Au(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,182,182,182,182,0
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,160,160,160,160,
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,120,120,120,120,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,160,160,160,160,
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,210,210,210,210,
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,150,150,150,150,0
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:03:00	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,	2024-07-15 14:03:59	,2722,2722,2722,2722,
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,205,205,205,205,
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,2722,2722,2722,2722,
YLINK,Au(T+D),BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:47:00	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,	2024-07-15 09:47:59	,200,200,200,200,
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,2722,2722,2722,2722,
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,160,160,160,160,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,2500,2500,2500,2500,0
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,220,220,220,220,0
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,2733,2733,2733,2733,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,160,160,160,160,
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,160,160,160,160,
YLINK,Au(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,182,182,182,182,0
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,120,120,120,120,0
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,2722,2722,2722,2722,
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 12:27:00	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,	2024-07-15 12:27:59	,210,210,210,210,
YLINK,Au(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:40:00	,	2024-07-15 14:40:59	,	2024-07-15 14:40:59	,	2024-07-15 14:40:59	,210,210,210,210,
YLINK,Au(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 15:12:00	,	2024-07-15 15:12:59	,	2024-07-15 15:12:59	,	2024-07-15 15:12:59	,210,210,210,210,
YLINK,Au(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 09:20:00	,	2024-07-15 09:20:59	,	2024-07-15 09:20:59	,	2024-07-15 09:20:59	,210,210,210,210,
YLINK,Ag(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:09:00	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,2800,2800,2800,2800,
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,2722,2722,2722,2722,
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,160,160,160,160,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,2500,2500,2500,2500,0
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,160,160,160,160,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,2500,2500,2500,2500,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,160,160,160,160,
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,220,220,220,220,0
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,160,160,160,160,
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,2733,2733,2733,2733,0
YLINK,Au(T+D),BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,182,182,182,182,
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:09:00	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,160,160,160,160,
YLINK,Au(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,182,182,182,182,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,160,160,160,160,
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:09:00	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,2800,2800,2800,2800,0
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,120,120,120,120,0
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,160,160,160,160,
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,	2024-07-15 14:57:59	,196,196,196,196,
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:09:00	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,150,150,150,150,0
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:58:00	,	2024-07-15 14:58:00	,2722,2722,2722,2722,
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:09:00	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,	2024-07-15 10:09:59	,205,205,205,205,
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,120,120,120,120,0
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:09:00	,	2024-07-15 10:09:59	,	2024-07-15 10:10:00	,	2024-07-15 10:10:00	,2722,2722,2722,2722,
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:48:00	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,	2024-07-15 13:48:59	,210,210,210,210,
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:58:00	,	2024-07-15 14:58:00	,220,220,220,220,0
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:58:00	,	2024-07-15 14:58:00	,2733,2733,2733,2733,0
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:09:00	,	2024-07-15 10:09:59	,	2024-07-15 10:10:00	,	2024-07-15 10:10:00	,220,220,220,220,0
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:57:00	,	2024-07-15 14:57:59	,	2024-07-15 14:58:00	,	2024-07-15 14:58:00	,2722,2722,2722,2722,
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:09:00	,	2024-07-15 10:09:59	,	2024-07-15 10:10:00	,	2024-07-15 10:10:00	,2722,2722,2722,2722,
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:53:59	,	2024-07-15 13:53:59	,2500,2500,2500,2500,0
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,2722,2722,2722,2722,
YLINK,Au(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:53:59	,	2024-07-15 13:53:59	,182,182,182,182,0
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:53:59	,	2024-07-15 13:53:59	,120,120,120,120,0
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,160,160,160,160,0
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:53:59	,	2024-07-15 13:53:59	,210,210,210,210,
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,220,220,220,220,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,2500,2500,2500,2500,0
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:54:00	,	2024-07-15 13:54:00	,2722,2722,2722,2722,
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,2733,2733,2733,2733,0
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:54:00	,	2024-07-15 13:54:00	,160,160,160,160,0
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:54:00	,	2024-07-15 13:54:00	,220,220,220,220,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,160,160,160,160,
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:54:00	,	2024-07-15 13:54:00	,2733,2733,2733,2733,0
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,160,160,160,160,
YLINK,Au(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,182,182,182,182,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:54:00	,	2024-07-15 13:54:00	,160,160,160,160,
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,120,120,120,120,0
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:54:00	,	2024-07-15 13:54:00	,160,160,160,160,
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 13:53:00	,	2024-07-15 13:53:59	,	2024-07-15 13:54:00	,	2024-07-15 13:54:00	,2722,2722,2722,2722,
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,210,210,210,210,
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:20:00	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,	2024-07-15 14:20:59	,2722,2722,2722,2722,
YLINK,Ag99.99,MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,2722,2722,2722,2722,
YLINK,mAu(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,160,160,160,160,0
YLINK,Ag(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,2500,2500,2500,2500,0
YLINK,Au(T+N2),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,220,220,220,220,0
YLINK,Ag99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,2733,2733,2733,2733,0
YLINK,mAu(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,160,160,160,160,
YLINK,mAu(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,160,160,160,160,
YLINK,Au(T+D),TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,182,182,182,182,0
YLINK,Au99.99,TRADE,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,120,120,120,120,0
YLINK,Au(T+D),MID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,210,210,210,210,
YLINK,Ag99.99,BID,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 14:30:00	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,	2024-07-15 14:30:59	,2722,2722,2722,2722,
YLINK,Au(T+D),OFFER,NORMAL_OHLC,ONE_MINUTE,	2024-07-15 10:19:00	,	2024-07-15 10:19:59	,	2024-07-15 10:20:00	,	2024-07-15 10:20:00	,210,210,210,210,
